,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.36348915100097656,0.05080992503336412,0.003007173538208008,0.0005350766082576485,logistic,0.01,50,"(10, 10)",constant,lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'constant', 'solver': 'lbfgs'}",0.5121951219512195,0.5528455284552846,0.5528455284552846,0.524390243902439,0.532520325203252,0.5349593495934959,0.015973075369421545,250
1,0.2247713565826416,0.009652785557299131,0.0020928382873535156,0.0002930494302308642,logistic,0.01,50,"(10, 10)",constant,sgd,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'constant', 'solver': 'sgd'}",0.23577235772357724,0.23170731707317074,0.23170731707317074,0.23170731707317074,0.23577235772357724,0.23333333333333334,0.0019914550754334755,803
2,2.3075138092041017,0.44339050913907596,0.002335929870605469,0.0004998485990115199,logistic,0.01,50,"(10, 10)",constant,adam,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'constant', 'solver': 'adam'}",0.46747967479674796,0.44308943089430897,0.4878048780487805,0.46747967479674796,0.44308943089430897,0.46178861788617886,0.016976108144569985,626
3,0.36488914489746094,0.008413609657848632,0.002887868881225586,8.412907589898663e-05,logistic,0.01,50,"(10, 10)",adaptive,lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'adaptive', 'solver': 'lbfgs'}",0.5121951219512195,0.5528455284552846,0.5528455284552846,0.524390243902439,0.532520325203252,0.5349593495934959,0.015973075369421545,250
4,0.9387955665588379,0.2041387965483597,0.0024899959564208983,0.00044961967592850566,logistic,0.01,50,"(10, 10)",adaptive,sgd,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.23577235772357724,0.23170731707317074,0.23170731707317074,0.23170731707317074,0.23577235772357724,0.23333333333333334,0.0019914550754334755,803
5,2.873820114135742,0.4461723353416591,0.004511308670043945,0.0009865061240563236,logistic,0.01,50,"(10, 10)",adaptive,adam,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'adaptive', 'solver': 'adam'}",0.46747967479674796,0.44308943089430897,0.4878048780487805,0.46747967479674796,0.44308943089430897,0.46178861788617886,0.016976108144569985,626
6,0.4541464328765869,0.0866209083485975,0.0037116050720214845,0.0006899290023876678,logistic,0.01,50,"(10, 10)",invscaling,lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'invscaling', 'solver': 'lbfgs'}",0.5121951219512195,0.5528455284552846,0.5528455284552846,0.524390243902439,0.532520325203252,0.5349593495934959,0.015973075369421545,250
7,0.5681907176971436,0.059797215052282436,0.003740549087524414,0.001408974383870569,logistic,0.01,50,"(10, 10)",invscaling,sgd,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'invscaling', 'solver': 'sgd'}",0.14634146341463414,0.15040650406504066,0.15040650406504066,0.14634146341463414,0.14634146341463414,0.14796747967479676,0.001991455075433489,965
8,3.119901704788208,0.6441517152226413,0.003607177734375,0.0007499978319894775,logistic,0.01,50,"(10, 10)",invscaling,adam,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'invscaling', 'solver': 'adam'}",0.46747967479674796,0.44308943089430897,0.4878048780487805,0.46747967479674796,0.44308943089430897,0.46178861788617886,0.016976108144569985,626
9,0.7038442611694335,0.08665665412365982,0.0037841320037841795,0.0011103636802986486,logistic,0.01,50,"(25, 25)",constant,lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (25, 25), 'learning_rate': 'constant', 'solver': 'lbfgs'}",0.532520325203252,0.5609756097560976,0.573170731707317,0.5447154471544715,0.5284552845528455,0.5479674796747966,0.016937127362601355,148
10,0.3459190845489502,0.09213981101069882,0.0034744739532470703,0.0011486389255176302,logistic,0.01,50,"(25, 25)",constant,sgd,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (25, 25), 'learning_rate': 'constant', 'solver': 'sgd'}",0.23577235772357724,0.23170731707317074,0.23170731707317074,0.23170731707317074,0.23577235772357724,0.23333333333333334,0.0019914550754334755,803
11,3.726011943817139,0.49053553522017923,0.003661966323852539,0.0010943985863766383,logistic,0.01,50,"(25, 25)",constant,adam,"{'activation': 'logistic', 'alpha': 0.01, 'batch_size': 50, 'hidden_layer_sizes': (25, 25), 'learning_rate': 'constant', 'solver': 'adam'}",0.4715447154471545,0.4796747967479675,0.5040650406504065,0.47560975609756095,0.46747967479674796,0.4796747967479674,0.012854787236456815,550
